Index	Level	Language	Content	Sentence	Errors	Erroneous_words	Comment
420	A2	Russisch	Ik ben 5 jaar geleden naar België verhuisd.  Een maand na mijn aankomst naar België, begon ik Nederlands te studeren in het CLT. Vanaf het begin was mijn doel om in België te blijven, om volledig te integreren in de West-Europese cultuur en om een interessante en vol leven in België te leven. Daarom was mijn hoofddoel om alle officiële talen van België perfect te leren en om het Nederlands, Frans en Duits vloeiend te spreken. Ik ben zeker dat zijn er veel voordelen om de taal te spreken van het land waarin je woont. Zelfs als er drie talen zoals in België, zijn. Eerst, vergroten mijn kansen op een droombaan. Het is een mythe dat je overal in Vlaanderen een job kan vinden als je alleen Engels, maar geen Nederlands spreekt. In de meeste bedrijven wordt Nederlands gesproken. Ik zou graag in een turistische sector willen werken, dus moet ik Nederlands vloeiend spreken. Tweede. Het is ook makkelijker voor mij om contact te leggen met belgen als ik Nederlands spreek. Ook spreken veel mensen Engels, maar het liefst praten vlamingen gewoon Nederlands met elkaar. Ze waarden het als ik Nederlands praat. Ik heb elke dag veel contacten en afspraken met verschillende nederlandstalige mensen, ik ga vaak naar oudercontacten op scholen  van mijn 3 kinderen en naar het gemeentehuis, ik ga met mijn kinderen regelmatig naar psycholoog, kinderpsychiater, orthopedagoog, logopedist, orthodontist en tandarts en ik spreek Nederlands met hen allemaal. Ik kan vaak rekenen op complimenten van dokters, verpleegkundigen van het vaccinatiecentrum, ouders van klasgenoten van mijn zonen, leraren en trainers van mijn kinderen, mijn verhuurders en willekeurige reisgenoten in een trein. Het motiveert me. Derde. Nederlands biedt leren meer kansen op mooie nieuwe vriendschappen. Terwijl ik Nederlands leer, heb ik geweldige mensen ontmoet en vrienden gemaakt, niet alleen de studenten, maar ook mijn docenten. Al mijn leraren zijn de beste mensen die ik ooit heb ontmoet.  Vierde, toen ik Nederlands begon te spreken en begrijpen, is er een hele nieuwe nederlandstalige wereld voor me opengegaan (nieuwe liedjes, nieuwe gedachten, nieuwe literatuur, nieuwe films, nieuwe mentaliteit en wereldbeeld, nieuwe cultuur en geschiedenis). Ik wil graag deze nieuwe wereld volledig voor mij en voor mijn kinderen ontdekken. Hiervoor doe ik mijn best. Bijvoorbeeld, ben ik een vaste bezoeker van de Bib Leven en Heverlee. Daarnaast, gedurende 5 jaar in België, heb ik een grote collectie van nederlanstalige boeken verzameld. Dus, heb ik mijn eigen bibliotheek thuis.  Nederlands leren was geen makkelijke wandeling voor mij. Het kostte veel tijd, geduld en moeite, maar het was het waard. Ik spreek 7 talen. Nederlands was mijn vijfde taal. Ik vind Nederlands uitzonderlijk moeilijk voor mij te leren. Vooral de uitspraak en de grammatica zijn steeds moeilijk. Allereerst is de volgorde van woorden in een complexe zin erg verwarred. Separable verba zijn ook soms struikelblokken voor mij. Ik kan eindloos klagen over mijn uitspraak van bepaalde letters in het Nederlands. Voor iedereen die niet in België of Nederland geboren is, lijkt het onmogelijk om het verschil tussen u/uu, a/aa, o/oo, i/ie, doffe e/e/ee/ei, eu/ui in een snel gesprek geluiden en reproduceren.  De dialecten zijn ook een ander probleem voor mij. Elke provincie heeft zijn eigen dialect en dit is een extra gecomplicerende factor voor mij. Het is echt moeilijk sommige mensen te begrijpen. Ik heb een oude buurman die ik helemaal niet begrijp (geen enkel woord)! Ik kan echt geen makkelijke ding in het Nederlands vinden. Vergeleken met Romaanse en Slavische talen, zijn Germaanse talen heel moeilijk voor mij. Ik heb Nederlands in het CLT gestudeerd, nu - in het ILT. Ik had geweldige docenten en heel goede methodes.  De belangrijkste tips van mij om Nederlands te leren zijn: - spreek Nederlands altijd en overal; - ga naar een conversatiegroep en een conversatietafel in de Bib Leuven; - lees boeken, kranten, tijdschriften, sociale media in Nederlands; - kijk naar nederlandstalige tv-shows, series, films; - luister naar radio, nederlandstalige liedjes op youtube; - maak oefeningen elke dag via nedbox, bingel, youtube... Ik vind Nederlands, vooral Vlaams een mooie taal. De nederlandse groep "Goede doel" in de lied "België" zang waarom ze zouden in België willen wonen, omdat "iedereen daar lacht, want dat taaltje is zo zacht", en ik ga absoluut akkord met hen. Nederlands in Nederland vind ik een beetje ruw met 'g' klinkt als vreselijke hoest en 'r' als engelse 'r'. Ik vind het suffix -tje in verkleinwoorden super leuk. Ik geniet van de woorden uiltje, Jeroentje, Rafaeltje, kleintje, schaatje. In het Ukraïns en Russisch hebben we ook heel veel verkleinwoorden met verschillende suffixen. Ik heb geen favoriete woord in Nederlands. Mijn favoriete woord is een woord die ik ken en kan gebruiken in mijn gesprek.	De nederlandse groep "Goede doel" in de lied "België" zang waarom ze zouden in België willen wonen, omdat "iedereen daar lacht, want dat taaltje is zo zacht", en ik ga absoluut akkord met hen.	De nederlandse (S) groep "Het  (!) Goede doel" in de  (W) lied "België" zang  (G) waarom ze zouden  (P) in België willen wonen, omdat "iedereen daar lacht, want dat taaltje is zo zacht", en ik ga absoluut akkord (S) met hen	zouden	katapult, bijzin
421	A2+	Spaans	Hallo! Als je de soap van deel zes hebt nog niet gezien, zal ik je een beetje over het vertellen. Bert een de anderen hebben elkaar ongeveer twee maanden niet gezien. Met anderen bedoel ik Anna, Sam en Paolo. Dus heeft Bert ze voor een etentje bij zijn thuis uitgenodigd. Voor het etentje stoppen Anna en Sam, maar ook Paolo, bij de winkel. Ze willen iets voor Bert te halen.  Daar ontmoeten ze de winkelverantwoordelijk. Haar naam is Elly en ze praat veel. Ze vertelt Paolo dat ze een stewardess heeft geweest. Toen heeft ze als stewardess gewerkt heeft ze niet zo veel met mensen gepraat.  Ze heeft genoeg van haar werk als stewardees dus is ze een winkelierster geworden. In de winkel kunnen we zien dat Sam een Anna een beetje raar zijn. Ze lijken boos op elkaar en ze hebben ruzie over een klein ding.  Later kunnen we ze zien eten. Ze drinken sherry en ze lijken gelukkig. Ze praten over de laatste keer ze hebben elkaar gezien en wanneer de moeder van Bert in België heeft gewest.  Alles gaat goed totdat Paolo zegt dat Anna en hij drie keer per week praten en Italiaans en Nederlands studeren. Ik denk dat ze elkaar vaak hebben gezien. Sam ook denk ik. Ik moet ook zeggen dat Bert voor het eten met zijn moeder praat. Hij vertelt ze dat hij een problemen bij zijn werk heeft. Hij is een paar keer te laat op zijn werk geweest en hij was ook een paar dagen met ziekteverlof. De moeder van Bert, Jennifer, is niet gelukkig. Ze vindt dat project manager is een heel goed werk. Ik denk dat dit is alles voor dit hoofdstuk	Als je de soap van deel zes hebt nog niet gezien, zal ik je een beetje over het vertellen.	Hallo! Als je de soap van deel zes hebt (P)  nog niet gezien, zal ik je (√)  een beetje over het (F)  vertellen	hebt	katapult!
422	A2+	Spaans	Hallo! Als je de soap van deel zes hebt nog niet gezien, zal ik je een beetje over het vertellen. Bert een de anderen hebben elkaar ongeveer twee maanden niet gezien. Met anderen bedoel ik Anna, Sam en Paolo. Dus heeft Bert ze voor een etentje bij zijn thuis uitgenodigd. Voor het etentje stoppen Anna en Sam, maar ook Paolo, bij de winkel. Ze willen iets voor Bert te halen.  Daar ontmoeten ze de winkelverantwoordelijk. Haar naam is Elly en ze praat veel. Ze vertelt Paolo dat ze een stewardess heeft geweest. Toen heeft ze als stewardess gewerkt heeft ze niet zo veel met mensen gepraat.  Ze heeft genoeg van haar werk als stewardees dus is ze een winkelierster geworden. In de winkel kunnen we zien dat Sam een Anna een beetje raar zijn. Ze lijken boos op elkaar en ze hebben ruzie over een klein ding.  Later kunnen we ze zien eten. Ze drinken sherry en ze lijken gelukkig. Ze praten over de laatste keer ze hebben elkaar gezien en wanneer de moeder van Bert in België heeft gewest.  Alles gaat goed totdat Paolo zegt dat Anna en hij drie keer per week praten en Italiaans en Nederlands studeren. Ik denk dat ze elkaar vaak hebben gezien. Sam ook denk ik. Ik moet ook zeggen dat Bert voor het eten met zijn moeder praat. Hij vertelt ze dat hij een problemen bij zijn werk heeft. Hij is een paar keer te laat op zijn werk geweest en hij was ook een paar dagen met ziekteverlof. De moeder van Bert, Jennifer, is niet gelukkig. Ze vindt dat project manager is een heel goed werk. Ik denk dat dit is alles voor dit hoofdstuk	Ze praten over de laatste keer ze hebben elkaar gezien en wanneer de moeder van Bert in België heeft gewest.	Ze praten over de laatste keer (√)  ze hebben (P)  elkaar gezien en wanneer de moeder van Bert in België heeft (G)  gewest (S)	hebben	
423	A2+	Spaans	Hallo! Als je de soap van deel zes hebt nog niet gezien, zal ik je een beetje over het vertellen. Bert een de anderen hebben elkaar ongeveer twee maanden niet gezien. Met anderen bedoel ik Anna, Sam en Paolo. Dus heeft Bert ze voor een etentje bij zijn thuis uitgenodigd. Voor het etentje stoppen Anna en Sam, maar ook Paolo, bij de winkel. Ze willen iets voor Bert te halen.  Daar ontmoeten ze de winkelverantwoordelijk. Haar naam is Elly en ze praat veel. Ze vertelt Paolo dat ze een stewardess heeft geweest. Toen heeft ze als stewardess gewerkt heeft ze niet zo veel met mensen gepraat.  Ze heeft genoeg van haar werk als stewardees dus is ze een winkelierster geworden. In de winkel kunnen we zien dat Sam een Anna een beetje raar zijn. Ze lijken boos op elkaar en ze hebben ruzie over een klein ding.  Later kunnen we ze zien eten. Ze drinken sherry en ze lijken gelukkig. Ze praten over de laatste keer ze hebben elkaar gezien en wanneer de moeder van Bert in België heeft gewest.  Alles gaat goed totdat Paolo zegt dat Anna en hij drie keer per week praten en Italiaans en Nederlands studeren. Ik denk dat ze elkaar vaak hebben gezien. Sam ook denk ik. Ik moet ook zeggen dat Bert voor het eten met zijn moeder praat. Hij vertelt ze dat hij een problemen bij zijn werk heeft. Hij is een paar keer te laat op zijn werk geweest en hij was ook een paar dagen met ziekteverlof. De moeder van Bert, Jennifer, is niet gelukkig. Ze vindt dat project manager is een heel goed werk. Ik denk dat dit is alles voor dit hoofdstuk	Ze vindt dat project manager is een heel goed werk.	Ze vindt dat project manager is (P)  een (F)  heel goed werk	is	
424	A2+	Spaans	Hallo! Als je de soap van deel zes hebt nog niet gezien, zal ik je een beetje over het vertellen. Bert een de anderen hebben elkaar ongeveer twee maanden niet gezien. Met anderen bedoel ik Anna, Sam en Paolo. Dus heeft Bert ze voor een etentje bij zijn thuis uitgenodigd. Voor het etentje stoppen Anna en Sam, maar ook Paolo, bij de winkel. Ze willen iets voor Bert te halen.  Daar ontmoeten ze de winkelverantwoordelijk. Haar naam is Elly en ze praat veel. Ze vertelt Paolo dat ze een stewardess heeft geweest. Toen heeft ze als stewardess gewerkt heeft ze niet zo veel met mensen gepraat.  Ze heeft genoeg van haar werk als stewardees dus is ze een winkelierster geworden. In de winkel kunnen we zien dat Sam een Anna een beetje raar zijn. Ze lijken boos op elkaar en ze hebben ruzie over een klein ding.  Later kunnen we ze zien eten. Ze drinken sherry en ze lijken gelukkig. Ze praten over de laatste keer ze hebben elkaar gezien en wanneer de moeder van Bert in België heeft gewest.  Alles gaat goed totdat Paolo zegt dat Anna en hij drie keer per week praten en Italiaans en Nederlands studeren. Ik denk dat ze elkaar vaak hebben gezien. Sam ook denk ik. Ik moet ook zeggen dat Bert voor het eten met zijn moeder praat. Hij vertelt ze dat hij een problemen bij zijn werk heeft. Hij is een paar keer te laat op zijn werk geweest en hij was ook een paar dagen met ziekteverlof. De moeder van Bert, Jennifer, is niet gelukkig. Ze vindt dat project manager is een heel goed werk. Ik denk dat dit is alles voor dit hoofdstuk	Ik denk dat dit is alles voor dit hoofdstuk.	Ik denk dat dit is (P)  alles voor dit hoofdstuk	is	
425	A2	Indonesisch	De naam van mijn Moeder is Ade Prima, haar achternaam is Ratubagus. Mijn vader heet Ari Indarto Sutjiatmo. Ik heb een zus, ze heet Olivia. Ik ben niet gertrouwd, maar ik heb een vriendin. Haar naam is Carisa, ze heeft twede Zussen. Ik ben studente. Ik woon in Leuven. Mijn moeder is bankier. Mijn vader werkt voor de overheid van Indonesie, nu hij is ook phd studente. Mijn zus is studente, ze is 11 jaar.	Mijn vader werkt voor de overheid van Indonesie, nu hij is ook phd studente.	Mijn vader werkt voor de overheid van Indonesie, nu hij is (P)  ook phd studente (S)	hij is	
426	A2	Turks	Hallo Mevrouw, Ik heb uw advertentie op samenhuizen.be gezien. Ik heb gelezen dat je op zoek bent naar een tijdelijke huisgenoot. Ik zoek een kamer voor 6 maanden in Gent. Ik heb een werkperiode voor 6 maanden in Gent daarna zal ik terug zijn. Ik kan alle huur in een keer betalen. Het grootste deel van mijn tijd zal op het werk worden doorgebracht dus ik zal een beetje tijd thuisblijven. Ik ben schoon person en ik ken mijn verantwoordelijkheden. Ik wil kortste tijd met uw praten omdat ik een oplosing moet vinden. Ik zal blij zijn als je op mijn mail reageert. Groetjes Nursen	Ik heb een werkperiode voor 6 maanden in Gent daarna zal ik terug zijn.	Ik heb een werkperiode (W)  voor (F)  6 maanden (P)  in Gent  (√) daarna zal ik terug zijn (W)	6 maanden	
427	A2+	Frans	1. Ik weet niet of ik dit weekend naar de bioscoop zal gaan.2. Ik hou van de krant lezen omdat ik het nieuws weet.3. Ik kan niet slapen want ik heb veel kopjes koffie gedronken.4. Ik wil dat ik volgend jaar op vakantie naar Azië ga.5. Ik wil Bert vragen of hij Jennifer naar de Verenigde Staten zal bezoeken.6. Ik denk dat Anna verliefd op Paolo is.7. Ik kan niet werken omdat ik ziek ben.8. Als ik wel Nederlands spreek, ik kan met mijn collega's praten.9. Paolo studeert veel want volgende week heeft hij een examen.10. Jennifer vraagt of Paolo met Bert en haar naar Oostende wil meegaan.11. Terwijl ik mijn huiswerk doe, mijn vriendin leest een boek.12. Ik weet dat Filip de koning van België is.	Terwijl ik mijn huiswerk doe, mijn vriendin leest een boek.	Terwijl ik mijn huiswerk doe, mijn vriendin leest  (P) een boek	leest	
428	A2	Russisch	Beste cursist,  In de soap van deel 7 heeft  de volgende gebeurtenissen gebeurd: 1. Paolo werd ziek. Hij had keelpijn, hoest en koorts. Hij dacht dat hij griep heeft. Hij heeft een Italiaanse halfuurtje met Anna geanuleerd en hij heeft in bed geblijven omdat hij wilde slapen. 2. Bert was uitgenodigt om met de directeur te praten. Ze zegt dat Bert heeft slechte rezultaten en ze hem moet onslaan. Hij was erg van streek. Anna steumde hem.  3. Met Sam was een slechte situatie gebeurt, hij heeft op straat gevald en stoot met hoofd. Daarna ging hij naar de dokter.  4. De dokter zei hem te rusten, in een donkera kamer te blijven, zonder radio, televisie en lawaai. Ze heeft een attest voor werkgever geschreven en zei hem dat ze wacht hem over een week terug. 5. Sam was heek blij, omdat zal hij een week vacantie.  6. In de wachtkamer ontmoette hij Paolo, die ook naar de dokter kwam. 7. Paolo heeft samen met Sam naar huis willen gaan, omdat Sam  zichzelf niet was. 8  Anna heeft maakte zich grote zorgen om Sam. 9. S'morgens Anna heeft naar de baas van Sam gebelt en heeft over situatie gepraat. De baas vertelde Anna dat ze moet een attest naar hem voor het ziekenfonds opsturen.	Ze zegt dat Bert heeft slechte rezultaten en ze hem moet onslaan.	Ze zegt dat Bert heeft (P)  slechte rezultaten (S)  en ze hem moet onslaan	heeft	
429	A2	Russisch	Beste cursist,  In de soap van deel 7 heeft  de volgende gebeurtenissen gebeurd: 1. Paolo werd ziek. Hij had keelpijn, hoest en koorts. Hij dacht dat hij griep heeft. Hij heeft een Italiaanse halfuurtje met Anna geanuleerd en hij heeft in bed geblijven omdat hij wilde slapen. 2. Bert was uitgenodigt om met de directeur te praten. Ze zegt dat Bert heeft slechte rezultaten en ze hem moet onslaan. Hij was erg van streek. Anna steumde hem.  3. Met Sam was een slechte situatie gebeurt, hij heeft op straat gevald en stoot met hoofd. Daarna ging hij naar de dokter.  4. De dokter zei hem te rusten, in een donkera kamer te blijven, zonder radio, televisie en lawaai. Ze heeft een attest voor werkgever geschreven en zei hem dat ze wacht hem over een week terug. 5. Sam was heek blij, omdat zal hij een week vacantie.  6. In de wachtkamer ontmoette hij Paolo, die ook naar de dokter kwam. 7. Paolo heeft samen met Sam naar huis willen gaan, omdat Sam  zichzelf niet was. 8  Anna heeft maakte zich grote zorgen om Sam. 9. S'morgens Anna heeft naar de baas van Sam gebelt en heeft over situatie gepraat. De baas vertelde Anna dat ze moet een attest naar hem voor het ziekenfonds opsturen.	Ze heeft een attest voor werkgever geschreven en zei hem dat ze wacht hem over een week terug.	Ze heeft een attest voor werkgever geschreven en zei hem dat ze wacht (P)  hem over een week terug	wacht	dat ze hem over een week terug verwacht.
430	A2	Russisch	Beste cursist,  In de soap van deel 7 heeft  de volgende gebeurtenissen gebeurd: 1. Paolo werd ziek. Hij had keelpijn, hoest en koorts. Hij dacht dat hij griep heeft. Hij heeft een Italiaanse halfuurtje met Anna geanuleerd en hij heeft in bed geblijven omdat hij wilde slapen. 2. Bert was uitgenodigt om met de directeur te praten. Ze zegt dat Bert heeft slechte rezultaten en ze hem moet onslaan. Hij was erg van streek. Anna steumde hem.  3. Met Sam was een slechte situatie gebeurt, hij heeft op straat gevald en stoot met hoofd. Daarna ging hij naar de dokter.  4. De dokter zei hem te rusten, in een donkera kamer te blijven, zonder radio, televisie en lawaai. Ze heeft een attest voor werkgever geschreven en zei hem dat ze wacht hem over een week terug. 5. Sam was heek blij, omdat zal hij een week vacantie.  6. In de wachtkamer ontmoette hij Paolo, die ook naar de dokter kwam. 7. Paolo heeft samen met Sam naar huis willen gaan, omdat Sam  zichzelf niet was. 8  Anna heeft maakte zich grote zorgen om Sam. 9. S'morgens Anna heeft naar de baas van Sam gebelt en heeft over situatie gepraat. De baas vertelde Anna dat ze moet een attest naar hem voor het ziekenfonds opsturen.	Sam was heek blij, omdat zal hij een week vacantie.	Sam was heek  (S) blij, omdat zal  (P) hij een week vacantie (S)	zal	
431	A2	Russisch	Beste cursist,  In de soap van deel 7 heeft  de volgende gebeurtenissen gebeurd: 1. Paolo werd ziek. Hij had keelpijn, hoest en koorts. Hij dacht dat hij griep heeft. Hij heeft een Italiaanse halfuurtje met Anna geanuleerd en hij heeft in bed geblijven omdat hij wilde slapen. 2. Bert was uitgenodigt om met de directeur te praten. Ze zegt dat Bert heeft slechte rezultaten en ze hem moet onslaan. Hij was erg van streek. Anna steumde hem.  3. Met Sam was een slechte situatie gebeurt, hij heeft op straat gevald en stoot met hoofd. Daarna ging hij naar de dokter.  4. De dokter zei hem te rusten, in een donkera kamer te blijven, zonder radio, televisie en lawaai. Ze heeft een attest voor werkgever geschreven en zei hem dat ze wacht hem over een week terug. 5. Sam was heek blij, omdat zal hij een week vacantie.  6. In de wachtkamer ontmoette hij Paolo, die ook naar de dokter kwam. 7. Paolo heeft samen met Sam naar huis willen gaan, omdat Sam  zichzelf niet was. 8  Anna heeft maakte zich grote zorgen om Sam. 9. S'morgens Anna heeft naar de baas van Sam gebelt en heeft over situatie gepraat. De baas vertelde Anna dat ze moet een attest naar hem voor het ziekenfonds opsturen.	Anna heeft maakte zich grote zorgen om Sam.	8  Anna heeft maakte (P)  (G)  zich grote zorgen om Sam	maakte	
432	A2	Russisch	Beste cursist,  In de soap van deel 7 heeft  de volgende gebeurtenissen gebeurd: 1. Paolo werd ziek. Hij had keelpijn, hoest en koorts. Hij dacht dat hij griep heeft. Hij heeft een Italiaanse halfuurtje met Anna geanuleerd en hij heeft in bed geblijven omdat hij wilde slapen. 2. Bert was uitgenodigt om met de directeur te praten. Ze zegt dat Bert heeft slechte rezultaten en ze hem moet onslaan. Hij was erg van streek. Anna steumde hem.  3. Met Sam was een slechte situatie gebeurt, hij heeft op straat gevald en stoot met hoofd. Daarna ging hij naar de dokter.  4. De dokter zei hem te rusten, in een donkera kamer te blijven, zonder radio, televisie en lawaai. Ze heeft een attest voor werkgever geschreven en zei hem dat ze wacht hem over een week terug. 5. Sam was heek blij, omdat zal hij een week vacantie.  6. In de wachtkamer ontmoette hij Paolo, die ook naar de dokter kwam. 7. Paolo heeft samen met Sam naar huis willen gaan, omdat Sam  zichzelf niet was. 8  Anna heeft maakte zich grote zorgen om Sam. 9. S'morgens Anna heeft naar de baas van Sam gebelt en heeft over situatie gepraat. De baas vertelde Anna dat ze moet een attest naar hem voor het ziekenfonds opsturen.	De baas vertelde Anna dat ze moet een attest naar hem voor het ziekenfonds opsturen.	De baas vertelde Anna dat ze moet (P)  een attest naar hem voor het ziekenfonds opsturen	moet	
434	A2	Arabisch	Beste Amal, Ik ben blij dat je in Brussel komt.In Brussel hebben wij verschillende platsen te kunne bezoeken. Je vind de gezelligste straat in Brussel is Louiza een mooie straat die daar kan je vele merken en  moderne chic restaurants en cafés.Als je wil goed eten,kan je naar Lemmonier een populaire straat die veel specialiteiten kan je vinden.Het mooiste museum van chocolade kan je in de centrum van  Brussel.De kinderen kunnen zich het best amuseren in de speelplein of in het park.Er staan vele en  grotere parken. Ik ben het studeeren ik volg een cursus Nederlands. Beste groeten. Fouzia.	Als je wil goed eten,kan je naar Lemmonier een populaire straat die veel specialiteiten kan je vinden.	(F) Als je wil goed  (P) eten,kan je naar Lemmonier (//)  (√)  een populaire straat die (F)  veel specialiteiten kan je (F)  vinden	wil goed	In een bijzin staan alle werkwoorden in de eindgroep. In de bijzin zet je eerst het hulpwerkwoord en dan de infinitief.
435	B2	Spaans	Ik heb in verschillende landen gewoond en ik moet toegeven dat ik me nergens geïntegreerd heb gevoeld zoals in België. Ondanks dat ik geen Nederlands sprak toen ik hier aankwam, realiseerde ik me onmiddellijk dat Belgen gewend waren aan inmigranten. Bijgevolgd vond ik gemakkelijk mensen die bereiden waren om mij hulpen met de moeilijkheden met betrekking tot bureaucratie en integratie. Doordat er veel buitenlanders in Vlaanderen wonen, kon ik ook spoedig veel nieuwe mensen ontmoeten. De buitenlandse gemeenshappelijken zijn gastvrij en hulpbaar. Stel dat je aan iets behoefte hebt, mag je een bericht in een groepe op Facebook schrijven en je er meestal een antwoord op krijgt gedurende de volgende 24 uur.  Volgens mij is de kennis van de lokale taal de sleutel om de beste integratie te bereiken. Bij het leren van deze taal toon je echt wil deelnemen aan de samenleving van het land dat je verwelkomt. Bijgevolgd geloof ik dat wie in Vlaanderen wil wonen, zou hij een tenminste naar een basiskennis van het Nederlands streven. Ik heb gevonden dat Vlamingen het normaal waarderen. We hoeven geen experten in de Nederlandse taal te worden. Het zou genoeg zijn als we met essentiele documenten in het Nederlands kunnen omgaan. Dat betekent niet dat er taalcursussen gevolgd moeten worden maar ik zou ze aanraden.  Ik beschouw me als geen expert van integratie in België, bijzonder in deze coronatijden maar ik zal proberen iets nuttigs te schrijven. Als je naar een ander land verhuist, is het belangrijk om sommige gewonen af te leren bijzonder die in directe verband met het leven in je land. Je hoeft niet je cultuur en herinnerigen achter te laten, integendeel, maar je moet van bewust zijn dat er wordt bijna alles hier mogelijk gemaakt in een andere manier die je niet verwachtte. Relaties, werk, het weer enzovoort mogen eerst waarschijnlijk een beetje vreemd lijken maar je kan alles uitzoeken met een opende mentaliteit.	Stel dat je aan iets behoefte hebt, mag je een bericht in een groepe op Facebook schrijven en je er meestal een antwoord op krijgt gedurende de volgende 24 uur.	Stel dat je aan iets behoefte hebt, mag je een bericht in een groepe (S)  op Facebook schrijven en je er meestal een antwoord op krijgt (P)  gedurende de volgende (W)  24 uur	krijgt	
436	B2	Spaans	Ik heb in verschillende landen gewoond en ik moet toegeven dat ik me nergens geïntegreerd heb gevoeld zoals in België. Ondanks dat ik geen Nederlands sprak toen ik hier aankwam, realiseerde ik me onmiddellijk dat Belgen gewend waren aan inmigranten. Bijgevolgd vond ik gemakkelijk mensen die bereiden waren om mij hulpen met de moeilijkheden met betrekking tot bureaucratie en integratie. Doordat er veel buitenlanders in Vlaanderen wonen, kon ik ook spoedig veel nieuwe mensen ontmoeten. De buitenlandse gemeenshappelijken zijn gastvrij en hulpbaar. Stel dat je aan iets behoefte hebt, mag je een bericht in een groepe op Facebook schrijven en je er meestal een antwoord op krijgt gedurende de volgende 24 uur.  Volgens mij is de kennis van de lokale taal de sleutel om de beste integratie te bereiken. Bij het leren van deze taal toon je echt wil deelnemen aan de samenleving van het land dat je verwelkomt. Bijgevolgd geloof ik dat wie in Vlaanderen wil wonen, zou hij een tenminste naar een basiskennis van het Nederlands streven. Ik heb gevonden dat Vlamingen het normaal waarderen. We hoeven geen experten in de Nederlandse taal te worden. Het zou genoeg zijn als we met essentiele documenten in het Nederlands kunnen omgaan. Dat betekent niet dat er taalcursussen gevolgd moeten worden maar ik zou ze aanraden.  Ik beschouw me als geen expert van integratie in België, bijzonder in deze coronatijden maar ik zal proberen iets nuttigs te schrijven. Als je naar een ander land verhuist, is het belangrijk om sommige gewonen af te leren bijzonder die in directe verband met het leven in je land. Je hoeft niet je cultuur en herinnerigen achter te laten, integendeel, maar je moet van bewust zijn dat er wordt bijna alles hier mogelijk gemaakt in een andere manier die je niet verwachtte. Relaties, werk, het weer enzovoort mogen eerst waarschijnlijk een beetje vreemd lijken maar je kan alles uitzoeken met een opende mentaliteit.	Bijgevolgd geloof ik dat wie in Vlaanderen wil wonen, zou hij een tenminste naar een basiskennis van het Nederlands streven.	Bijgevolgd (S)  geloof ik dat wie in Vlaanderen wil wonen, zou (P)  hij een (F)  tenminste naar een basiskennis van het Nederlands  (√) streven	zou	In een bijzin staan alle werkwoorden in de eindgroep.
437	B2	Spaans	Ik heb in verschillende landen gewoond en ik moet toegeven dat ik me nergens geïntegreerd heb gevoeld zoals in België. Ondanks dat ik geen Nederlands sprak toen ik hier aankwam, realiseerde ik me onmiddellijk dat Belgen gewend waren aan inmigranten. Bijgevolgd vond ik gemakkelijk mensen die bereiden waren om mij hulpen met de moeilijkheden met betrekking tot bureaucratie en integratie. Doordat er veel buitenlanders in Vlaanderen wonen, kon ik ook spoedig veel nieuwe mensen ontmoeten. De buitenlandse gemeenshappelijken zijn gastvrij en hulpbaar. Stel dat je aan iets behoefte hebt, mag je een bericht in een groepe op Facebook schrijven en je er meestal een antwoord op krijgt gedurende de volgende 24 uur.  Volgens mij is de kennis van de lokale taal de sleutel om de beste integratie te bereiken. Bij het leren van deze taal toon je echt wil deelnemen aan de samenleving van het land dat je verwelkomt. Bijgevolgd geloof ik dat wie in Vlaanderen wil wonen, zou hij een tenminste naar een basiskennis van het Nederlands streven. Ik heb gevonden dat Vlamingen het normaal waarderen. We hoeven geen experten in de Nederlandse taal te worden. Het zou genoeg zijn als we met essentiele documenten in het Nederlands kunnen omgaan. Dat betekent niet dat er taalcursussen gevolgd moeten worden maar ik zou ze aanraden.  Ik beschouw me als geen expert van integratie in België, bijzonder in deze coronatijden maar ik zal proberen iets nuttigs te schrijven. Als je naar een ander land verhuist, is het belangrijk om sommige gewonen af te leren bijzonder die in directe verband met het leven in je land. Je hoeft niet je cultuur en herinnerigen achter te laten, integendeel, maar je moet van bewust zijn dat er wordt bijna alles hier mogelijk gemaakt in een andere manier die je niet verwachtte. Relaties, werk, het weer enzovoort mogen eerst waarschijnlijk een beetje vreemd lijken maar je kan alles uitzoeken met een opende mentaliteit.	Je hoeft niet je cultuur en herinnerigen achter te laten, integendeel, maar je moet van bewust zijn dat er wordt bijna alles hier mogelijk gemaakt in een andere manier die je niet verwachtte.	Je hoeft niet (P)  je cultuur en herinnerigen (S)  achter te laten, integendeel, maar je moet  (√) van (G)  bewust zijn dat er wordt (P)  bijna alles hier mogelijk gemaakt in  (W) een andere manier die je niet verwachtte	niet	
