index	original	parse
541	Duurzaamheid in bijvoorbeeld Nederland kan alleen bestaan als ook Afrika duurzaam ontwikkeld wordt .	(ROOT (SMAIN (NP (n 0) (PP (vz 1) (NP (bw 2) (n 3)))) (ww 4) (INF (bw 5) (ww 6) (CP (vg 7) (SSUB (NP (bw 8) (n 9)) (PPART (adj 10) (ww 11)) (ww 12))))) (let 13))
542	Ik ben blij dat steeds meer overheden , organisaties , ondernemers en onderwijsinstellingen deze boodschap verstaan en hun eigen steentje bijdragen .	(ROOT (SMAIN (vnw 0) (ww 1) (AP (adj 2) (CP (vg 3) (CONJ (SSUB (CONJ (NP (AP (bw 4) (vnw 5)) (n 6)) (let 7) (n 8) (let 9) (n 10) (vg 11) (n 12)) (NP (vnw 13) (n 14)) (ww 15)) (vg 16) (SSUB (NP (vnw 17) (adj 18) (n 19)) (ww 20)))))) (let 21))
543	Zo heeft het Nederlandse bedrijf Heineken al sinds jaar en dag een bierbrouwerij in Rwanda .	(ROOT (SMAIN (bw 0) (ww 1) (NP (lid 2) (adj 3) (n 4) (n 5)) (bw 6) (PP (vz 7) (CONJ (n 8) (vg 9) (n 10))) (NP (lid 11) (n 12) (PP (vz 13) (n 14)))) (let 15))
544	Het bedrijf heeft een eigen aids-programma voor medewerkers en familieleden .	(ROOT (SMAIN (NP (lid 0) (n 1)) (ww 2) (NP (lid 3) (adj 4) (n 5) (PP (vz 6) (CONJ (n 7) (vg 8) (n 9))))) (let 10))
545	Daarnaast levert het bedrijf een belangrijke impuls aan de lokale economie van Rwanda : Heineken is de grootste belastingbetaler in het land .	(ROOT (DU (SMAIN (bw 0) (ww 1) (NP (lid 2) (n 3)) (NP (lid 4) (adj 5) (n 6)) (PP (vz 7) (NP (lid 8) (adj 9) (n 10))) (PP (vz 11) (n 12))) (let 13) (SMAIN (n 14) (ww 15) (NP (lid 16) (adj 17) (n 18) (PP (vz 19) (NP (lid 20) (n 21)))))) (let 22))
546	Ook heeft de bierbrouwer jarenlang methaangas onttrokken aan het Kivumeer , waarmee het twee Megawatt genereerde .	(ROOT (SMAIN (PPART (bw 0) (adj 4) (n 5) (ww 6) (PP (vz 7) (NP (lid 8) (n 9))) (let 10) (WHREL (bw 11) (SSUB (vnw 12) (NP (tw 13) (n 14)) (ww 15)))) (ww 1) (NP (lid 2) (n 3))) (let 16))
547	Heineken combineert people , planet en profit op een ondernemende , maar duurzame wijze .	(ROOT (SMAIN (n 0) (ww 1) (CONJ (spec 2) (let 3) (spec 4) (vg 5) (spec 6)) (PP (vz 7) (NP (lid 8) (CONJ (ww 9) (let 10) (vg 11) (adj 12)) (n 13)))) (let 14))
548	Ik gaf al aan dat het voor ontwikkeling in een land cruciaal is dat de mensen de beschikking hebben over bij voorkeur duurzame energie .	(ROOT (SMAIN (vnw 0) (ww 1) (bw 2) (vz 3) (CP (vg 4) (SSUB (vnw 5) (PP (vz 6) (NP (n 7) (PP (vz 8) (NP (lid 9) (n 10))))) (adj 11) (ww 12) (CP (vg 13) (SSUB (NP (lid 14) (n 15)) (NP (lid 16) (n 17) (PP (vz 19) (PP (vz 20) (n 21)) (NP (adj 22) (n 23)))) (ww 18)))))) (let 24))
549	Een andere belangrijke voorwaarde voor ontwikkeling - voor leven zelfs - is toegang tot veilig drinkwater .	(ROOT (SMAIN (NP (lid 0) (adj 1) (adj 2) (n 3) (PP (vz 4) (n 5)) (let 6) (DU (PP (vz 7) (n 8)) (bw 9)) (let 10)) (ww 11) (NP (n 12) (PP (vz 13) (NP (adj 14) (n 15))))) (let 16))
550	Dit is niet voor niets één van de acht Millennium Ontwikkelingsdoelen .	(ROOT (SMAIN (vnw 0) (ww 1) (bw 2) (PP (vz 3) (vnw 4)) (NP (tw 5) (PP (vz 6) (NP (lid 7) (MWU (tw 8) (n 9) (n 10)))))) (let 11))
551	Ga maar na : de waterproblemen in Afrika kosten jaarlijks 5% van het Bruto Nationaal Product .	(ROOT (DU (SV1 (ww 0) (bw 1) (vz 2)) (let 3) (SMAIN (NP (lid 4) (n 5) (PP (vz 6) (n 7))) (ww 8) (adj 9) (spec 10) (PP (vz 11) (NP (lid 12) (MWU (adj 13) (adj 14) (n 15)))))) (let 16))
552	In een recent VN-rapport valt te lezen dat de toegang tot schoon drinkwater afneemt .	(ROOT (SMAIN (TI (INF (PP (vz 0) (NP (lid 1) (adj 2) (n 3))) (ww 6) (CP (vg 7) (SSUB (NP (lid 8) (n 9) (PP (vz 10) (NP (adj 11) (n 12)))) (ww 13)))) (vz 5)) (ww 4)) (let 14))
553	In 2025 hebben ongeveer 1,8 miljard mensen gebrek aan drinkwater .	(ROOT (SMAIN (PP (vz 0) (tw 1)) (ww 2) (NP (bw 3) (tw 4) (n 5) (n 6)) (NP (n 7) (PP (vz 8) (n 9)))) (let 10))
554	Het drinken van verontreinigd water blijft daarmee de komende decennia de belangrijkste veroorzaker van slechte gezondheid en sterfte , aldus de Verenigde Naties .	(ROOT (DU (SMAIN (NP (lid 0) (ww 1) (PP (vz 2) (NP (ww 3) (n 4)))) (ww 5) (bw 6) (NP (lid 7) (ww 8) (n 9)) (NP (lid 10) (adj 11) (n 12) (PP (vz 13) (CONJ (NP (adj 14) (n 15)) (vg 16) (n 17))))) (let 18) (PP (bw 19) (NP (lid 20) (MWU (spec 21) (spec 22))))) (let 23))
555	Dit zijn uiterst verontrustende berichten .	(ROOT (SMAIN (vnw 0) (ww 1) (NP (AP (adj 2) (adj 3)) (n 4))) (let 5))
556	Het Millennium Ontwikkelingsdoel op dit terrein is ver buiten bereik .	(ROOT (SMAIN (NP (lid 0) (MWU (n 1) (n 2)) (PP (vz 3) (NP (vnw 4) (n 5)))) (ww 6) (adj 7) (PP (vz 8) (n 9))) (let 10))
557	Daar kan verandering in komen als we het recht op water gaan beschouwen als een mensenrecht .	(ROOT (SMAIN (INF (PP (vnw 0) (vz 3)) (ww 4) (CP (vg 5) (SSUB (vnw 6) (INF (NP (lid 7) (n 8) (PP (vz 9) (n 10))) (ww 12) (CP (vz 13) (NP (lid 14) (n 15)))) (ww 11)))) (ww 1) (n 2)) (let 16))
558	Water is van levensbelang .	(ROOT (SMAIN (n 0) (ww 1) (PP (vz 2) (n 3))) (let 4))
559	De toegang tot veilig drinkwater is daarmee een mensenrecht .	(ROOT (SMAIN (NP (lid 0) (n 1) (PP (vz 2) (NP (adj 3) (n 4)))) (ww 5) (bw 6) (NP (lid 7) (n 8))) (let 9))
560	Wat mij betreft erkennen we dit zo snel mogelijk .	(ROOT (SMAIN (WHREL (vnw 0) (SSUB (vnw 1) (ww 2))) (ww 3) (vnw 4) (vnw 5) (AP (ADVP (bw 6) (adj 8)) (adj 7))) (let 9))
561	Natuurlijk lossen we hiermee de wereldwijde waterproblematiek niet op .	(ROOT (SMAIN (adj 0) (ww 1) (vnw 2) (bw 3) (NP (lid 4) (adj 5) (n 6)) (bw 7) (vz 8)) (let 9))
562	Was het maar waar .	(ROOT (SV1 (ww 0) (vnw 1) (bw 2) (adj 3)) (let 4))
563	Maar de erkenning van water als mensenrecht kan wel veel positiefs in beweging zetten .	(ROOT (DU (vg 0) (SMAIN (NP (lid 1) (n 2) (PP (vz 3) (n 4)) (CP (vz 5) (n 6))) (ww 7) (INF (bw 8) (NP (vnw 9) (adj 10)) (MWU (vz 11) (n 12)) (ww 13)))) (let 14))
564	Ondertussen moeten we blijven zoeken naar praktische oplossingen .	(ROOT (SMAIN (INF (INF (bw 0) (ww 4) (PP (vz 5) (NP (adj 6) (n 7)))) (ww 3)) (ww 1) (vnw 2)) (let 8))
565	En die komen er gelukkig ook steeds meer .	(ROOT (DU (vg 0) (SMAIN (vnw 1) (ww 2) (vnw 3) (adj 4) (bw 5) (ADVP (bw 6) (vnw 7)))) (let 8))
566	De LifeStraw is daar een prachtig voorbeeld van .	(ROOT (SMAIN (NP (lid 0) (n 1)) (ww 2) (PP (vnw 3) (vz 7)) (NP (lid 4) (adj 5) (n 6))) (let 8))
567	Dit rietje verandert op een simpele en snelle manier vuil water in veilig drinkwater .	(ROOT (SMAIN (NP (vnw 0) (n 1)) (ww 2) (PP (vz 3) (NP (lid 4) (CONJ (adj 5) (vg 6) (adj 7)) (n 8))) (NP (adj 9) (n 10) (PP (vz 11) (NP (adj 12) (n 13))))) (let 14))
568	Een fantastische Deense uitvinding met een Delfts randje door de betrokkenheid van een studente van deze universiteit bij de ontwikkeling van het product .	(ROOT (NP (lid 0) (adj 1) (adj 2) (n 3) (PP (vz 4) (NP (lid 5) (adj 6) (n 7) (PP (vz 8) (NP (lid 9) (n 10) (PP (vz 11) (NP (lid 12) (n 13) (PP (vz 14) (NP (vnw 15) (n 16))))) (PP (vz 17) (NP (lid 18) (n 19) (PP (vz 20) (NP (lid 21) (n 22)))))))))) (let 23))
569	De LifeStraw is een duurzame oplossing bij uitstek .	(ROOT (SMAIN (NP (lid 0) (n 1)) (ww 2) (NP (lid 3) (adj 4) (n 5) (PP (vz 6) (n 7)))) (let 8))
570	Ik kom tot een afronding .	(ROOT (SMAIN (vnw 0) (ww 1) (PP (vz 2) (NP (lid 3) (n 4)))) (let 5))
571	Ook voor u ligt er een grote uitdaging .	(ROOT (SMAIN (PP (bw 0) (vz 1) (vnw 2)) (ww 3) (vnw 4) (NP (lid 5) (adj 6) (n 7))) (let 8))
572	Om de komende twee dagen al uw creativiteit aan te boren .	(ROOT (OTI (vz 0) (TI (INF (NP (lid 1) (ww 2) (tw 3) (n 4)) (NP (DETP (vnw 5) (vnw 6)) (n 7)) (vz 8) (ww 10)) (vz 9))) (let 11))
573	Om stevig te debatteren , om samen te werken en ook om verbindingen te leggen . Verbindingen die kunnen leiden tot duurzame oplossingen voor een betere toekomst voor Afrika .	(ROOT (DU (CONJ (OTI (vz 0) (TI (INF (adj 1) (ww 3)) (vz 2))) (let 4) (OTI (vz 5) (TI (INF (bw 6) (ww 8)) (vz 7))) (vg 9) (OTI (bw 10) (vz 11) (TI (INF (n 12) (ww 14)) (vz 13)))) (let 15) (NP (n 16) (REL (vnw 17) (SSUB (ww 18) (INF (ww 19) (PP (vz 20) (NP (adj 21) (n 22))))))) (PP (vz 23) (NP (lid 24) (adj 25) (n 26) (PP (vz 27) (n 28))))) (let 29))
574	Ik wens u een vruchtbaar symposium toe .	(ROOT (SMAIN (vnw 0) (ww 1) (vnw 2) (NP (lid 3) (adj 4) (n 5)) (vz 6)) (let 7))
575	Dank voor uw aandacht .	(ROOT (NP (n 0) (PP (vz 1) (NP (vnw 2) (n 3)))) (let 4))
576	De BMM bestudeert het ecosysteem van de Noordzee aan de hand van mathematische modellen .	(ROOT (SMAIN (NP (lid 0) (n 1)) (ww 2) (NP (lid 3) (n 4) (PP (vz 5) (NP (lid 6) (n 7)))) (PP (MWU (vz 8) (lid 9) (n 10) (vz 11)) (NP (adj 12) (n 13)))) (let 14))
577	Het komt erop aan een inzicht te verwerven in de mechanismen die de werking van het mariene ecosysteem regelen en deze te vertalen in wiskundige formules .	(ROOT (SMAIN (vnw 0) (ww 1) (PP (bw 2) (CONJ (TI (INF (NP (lid 4) (n 5) (PP (vz 8) (NP (lid 9) (n 10) (REL (vnw 11) (SSUB (NP (lid 12) (n 13) (PP (vz 14) (NP (lid 15) (adj 16) (n 17)))) (ww 18)))))) (ww 7)) (vz 6)) (vg 19) (TI (INF (vnw 20) (ww 22) (PP (vz 23) (NP (adj 24) (n 25)))) (vz 21)))) (vz 3)) (let 26))
578	Deze worden samengebracht in een systeem van vergelijkingen , die eigenlijk niet meer zijn dan een aangepast herschrijven van de aloude wetten van behoud van massa en energie .	(ROOT (SMAIN (vnw 0) (ww 1) (PPART (ww 2) (PP (vz 3) (NP (lid 4) (n 5) (PP (vz 6) (n 7)) (let 8) (REL (vnw 9) (SSUB (adj 10) (AP (bw 11) (vnw 12) (CP (vg 14) (NP (lid 15) (ww 16) (ww 17) (PP (vz 18) (NP (lid 19) (adj 20) (n 21) (PP (vz 22) (NP (n 23) (PP (vz 24) (CONJ (n 25) (vg 26) (n 27)))))))))) (ww 13))))))) (let 28))
579	De vergelijkingen worden omgezet in informaticaprogramma's , en men probeert ze met behulp van allerlei digitale methodes op zware computers op te lossen .	(ROOT (CONJ (SMAIN (NP (lid 0) (n 1)) (ww 2) (PPART (ww 3) (PP (vz 4) (n 5)))) (let 6) (vg 7) (SMAIN (vnw 8) (ww 9) (TI (INF (vnw 10) (PP (MWU (vz 11) (n 12) (vz 13)) (NP (adj 14) (adj 15) (n 16))) (PP (vz 17) (NP (adj 18) (n 19))) (vz 20) (ww 22)) (vz 21)))) (let 23))
580	De BMM-modellen worden gemaakt voor fysische variabelen ( waterhoogte , stromingen , golven , temperatuur , zoutgehalte ) , chemische variabelen ( in hoofdzaak koolwaterstoffen ) en biologische variabelen ( beperkt tot de eerste schakels van de voedselketen ) en sedimenttransport .	(ROOT (SMAIN (NP (lid 0) (n 1)) (ww 2) (PPART (ww 3) (PP (vz 4) (NP (adj 5) (n 6))))) (DU (spec 7) (NP (CONJ (n 8) (let 9) (n 10) (let 11) (n 12) (let 13) (n 14) (let 15) (MWU (spec 16) (spec 17)) (let 18) (adj 19)) (n 20))) (DU (spec 21) (NP (CONJ (PP (vz 22) (NP (n 23) (MWU (spec 24) (spec 25)))) (vg 26) (adj 27)) (n 28))) (DU (spec 29) (NP (adj 30) (PP (vz 31) (NP (lid 32) (tw 33) (n 34) (PP (vz 35) (CONJ (NP (lid 36) (MWU (spec 37) (spec 38))) (vg 39) (n 40))))))) (let 41))
581	Al deze variabelen zijn onderling met elkaar verbonden en de graad van complexiteit en onzekerheid gaat in stijgende lijn van fysica tot biologie .	(ROOT (CONJ (SMAIN (NP (DETP (vnw 0) (vnw 1)) (n 2)) (ww 3) (PPART (adj 4) (PP (vz 5) (vnw 6)) (ww 7))) (vg 8) (SMAIN (NP (lid 9) (n 10) (PP (vz 11) (CONJ (n 12) (vg 13) (n 14)))) (ww 15) (PP (vz 16) (NP (ww 17) (n 18))) (PP (vz 19) (n 20)) (PP (vz 21) (n 22)))) (let 23))
582	De resultaten van de modellen worden daarna zorgvuldig vergeleken met alle waarnemingen die gedaan werden .	(ROOT (SMAIN (NP (lid 0) (n 1) (PP (vz 2) (NP (lid 3) (n 4)))) (ww 5) (PPART (bw 6) (adj 7) (ww 8) (PP (vz 9) (NP (vnw 10) (n 11) (REL (vnw 12) (SSUB (PPART (ww 13)) (ww 14))))))) (let 15))
583	Dit is de " valideringsfase " .	(ROOT (SMAIN (vnw 0) (ww 1) (NP (lid 2) (let 3) (n 4) (let 5))) (let 6))
584	Als de resultaten van de validering onvoldoende zijn , betekent dit dat de wiskundige formules die gekozen werden ter beschrijving van de fysische , chemische en biologische processen , ontoereikend zijn .	(ROOT (SMAIN (CP (vg 0) (SSUB (NP (lid 1) (n 2) (PP (vz 3) (NP (lid 4) (n 5)))) (adj 6) (ww 7))) (let 8) (ww 9) (vnw 10) (CP (vg 11) (SSUB (NP (lid 12) (adj 13) (n 14) (REL (vnw 15) (SSUB (PPART (ww 16) (PP (vz 18) (NP (n 19) (PP (vz 20) (NP (lid 21) (CONJ (adj 22) (let 23) (adj 24) (vg 25) (adj 26)) (n 27)))))) (ww 17)))) (let 28) (adj 29) (ww 30)))) (let 31))
585	Dit vormt dus een prima instrument om het onderzoek bij te sturen naar een betere kennis van het mariene ecosysteem .	(ROOT (SMAIN (vnw 0) (ww 1) (bw 2) (NP (lid 3) (adj 4) (n 5) (OTI (vz 6) (TI (INF (NP (lid 7) (n 8)) (vz 9) (ww 11) (PP (vz 12) (NP (lid 13) (adj 14) (n 15) (PP (vz 16) (NP (lid 17) (adj 18) (n 19)))))) (vz 10))))) (let 20))
586	Als de resultaten van de validering voldoende zijn , betekent dit dat de modellen bruikbaar zijn voor beheersdoeleinden en bepaalde voorspellingsmogelijkheden in zich dragen .	(ROOT (SMAIN (CP (vg 0) (SSUB (NP (lid 1) (n 2) (PP (vz 3) (NP (lid 4) (n 5)))) (adj 6) (ww 7))) (let 8) (ww 9) (vnw 10) (CP (vg 11) (SSUB (NP (lid 12) (n 13)) (INF (AP (adj 14) (PP (vz 16) (CONJ (n 17) (vg 18) (NP (ww 19) (n 20) (PP (vz 21) (vnw 22)))))) (ww 23)) (ww 15)))) (let 24))
587	De modellen zijn op de eerste plaats onderzoeksinstrumenten waarmee het mogelijk is om allerlei wetenschappelijke hypothesen te testen op een virtuele manier .	(ROOT (SMAIN (NP (lid 0) (n 1)) (ww 2) (PP (vz 3) (NP (lid 4) (tw 5) (n 6))) (NP (n 7) (REL (bw 8) (SSUB (vnw 9) (adj 10) (ww 11) (OTI (vz 12) (TI (INF (NP (adj 13) (adj 14) (n 15)) (ww 17) (PP (vz 18) (NP (lid 19) (adj 20) (n 21)))) (vz 16))))))) (let 22))
588	Dit wil zeggen : zonder omweg via dure experimenten .	(ROOT (DU (SMAIN (vnw 0) (ww 1) (INF (ww 2))) (let 3) (DU (PP (vz 4) (n 5)) (PP (vz 6) (NP (adj 7) (n 8))))) (let 9))
589	In dat geval spreekt men over modellen in ontwikkeling .	(ROOT (SMAIN (PP (vz 0) (NP (vnw 1) (n 2))) (ww 3) (vnw 4) (PP (vz 5) (NP (n 6) (PP (vz 7) (n 8))))) (let 9))
590	Van zodra deze modellen een aanvaardbare maturiteit en betrouwbaarheid bereikt hebben , spreekt men over operationele modellen .	(ROOT (SMAIN (CP (MWU (vz 0) (vg 1)) (SSUB (NP (vnw 2) (n 3)) (PPART (CONJ (NP (lid 4) (adj 5) (n 6)) (vg 7) (NP (n 8))) (ww 9)) (ww 10))) (let 11) (ww 12) (vnw 13) (PP (vz 14) (NP (adj 15) (n 16)))) (let 17))
591	Deze zijn in staat allerlei mariene informatie en diensten te leveren , vergelijkbaar met wat de meteorologie al vele jaren aanreikt .	(ROOT (SMAIN (vnw 0) (ww 1) (CONJ (AP (MWU (vz 2) (n 3)) (TI (INF (CONJ (NP (adj 4) (adj 5) (n 6)) (vg 7) (n 8)) (ww 10)) (vz 9))) (let 11) (AP (adj 12) (PP (vz 13) (WHREL (vnw 14) (SSUB (NP (lid 15) (n 16)) (NP (bw 17) (vnw 18) (n 19)) (ww 20))))))) (let 21))
592	Een hydrodynamisch model beschrijft de verdeling van de ( driedimensionele ) stromingen en van de waterstand ( getijden ) .	(ROOT (SMAIN (NP (lid 0) (adj 1) (n 2)) (ww 3) (NP (lid 4) (n 5) (CONJ (PP (vz 6) (NP (lid 7) (MWU (spec 8) (spec 9) (spec 10)) (n 11))) (vg 12) (PP (vz 13) (NP (lid 14) (n 15) (MWU (spec 16) (spec 17) (spec 18))))))) (let 19))
593	Voor deze hoogte houdt het model rekening met de invloed van de maan en de sterren op de bewegingen van het water alsook met de wind en luchtdruk .	(ROOT (SMAIN (PP (vz 0) (NP (vnw 1) (n 2))) (ww 3) (NP (lid 4) (n 5)) (n 6) (CONJ (PP (vz 7) (NP (lid 8) (n 9) (PP (vz 10) (CONJ (NP (lid 11) (n 12)) (vg 13) (NP (lid 14) (n 15)))) (PP (vz 16) (NP (lid 17) (n 18) (PP (vz 19) (NP (lid 20) (n 21))))))) (vg 22) (PP (vz 23) (CONJ (NP (lid 24) (n 25)) (vg 26) (NP (n 27)))))) (let 28))
594	Momenteel geeft het vooruitzichten over een periode van vijf dagen , wat samenvalt met de beschikbaarheid van weersvoorspellingen .	(ROOT (SMAIN (adj 0) (ww 1) (NP (lid 2) (n 3) (PP (vz 4) (NP (lid 5) (n 6) (PP (vz 7) (NP (tw 8) (n 9))))) (let 10) (REL (vnw 11) (SSUB (ww 12) (PP (vz 13) (NP (lid 14) (n 15) (PP (vz 16) (n 17)))))))) (let 18))
595	Het model wordt gebruikt om stormen te voorspellen en het staat ten dienste van de kustscheepvaart .	(ROOT (CONJ (SMAIN (NP (lid 0) (n 1)) (ww 2) (PPART (ww 3) (OTI (vz 4) (TI (INF (n 5) (ww 7)) (vz 6))))) (vg 8) (SMAIN (vnw 9) (ww 10) (MWU (vz 11) (n 12)) (PP (vz 13) (NP (lid 14) (n 15))))) (let 16))
596	Een tweede model beschrijft de verdeling van de golven op de Noordzee .	(ROOT (SMAIN (NP (lid 0) (tw 1) (n 2)) (ww 3) (NP (lid 4) (n 5) (PP (vz 6) (NP (lid 7) (n 8) (PP (vz 9) (NP (lid 10) (n 11))))))) (let 12))
597	Met behulp van de weersvoorspellingen kan dit model ook prognoses afleveren .	(ROOT (SMAIN (INF (PP (MWU (vz 0) (n 1) (vz 2)) (NP (lid 3) (n 4))) (bw 8) (n 9) (ww 10)) (ww 5) (NP (vnw 6) (n 7))) (let 11))
598	In de kustzone houdt het model rekening met de golfbreking in ondiepe wateren .	(ROOT (SMAIN (PP (vz 0) (NP (lid 1) (n 2))) (ww 3) (NP (lid 4) (n 5)) (n 6) (PP (vz 7) (NP (lid 8) (n 9) (PP (vz 10) (NP (adj 11) (n 12)))))) (let 13))
599	Dit golfmodel helpt bij het begeleiden van grote schepen doorheen de scheepvaartgeulen en kan ook voor de pleziervaart nuttig zijn .	(ROOT (CONJ (SMAIN (NP (vnw 0) (n 1)) (ww 2) (PP (vz 3) (NP (lid 4) (ww 5) (PP (vz 6) (NP (adj 7) (n 8))) (PP (vz 9) (NP (lid 10) (n 11)))))) (vg 12) (SV1 (ww 13) (bw 14) (INF (PP (vz 15) (NP (lid 16) (n 17))) (adj 18) (ww 19)))) (let 20))
600	Een derde model beschrijft de verplaatsing , de uitbreiding en de fysico-chemische evolutie van polluenten op het zeeoppervlak , zoals koolwaterstoffen ( " olie " ) .	(ROOT (DU (SMAIN (NP (lid 0) (tw 1) (n 2)) (ww 3) (CONJ (NP (lid 4) (n 5)) (let 6) (NP (lid 7) (n 8)) (vg 9) (NP (lid 10) (adj 11) (n 12) (PP (vz 13) (NP (n 14) (PP (vz 15) (NP (lid 16) (n 17))))) (let 18) (CP (vg 19) (NP (MWU (spec 20) (spec 21)) (let 22) (n 23) (let 24)))))) (spec 25)) (let 26))
601	Het model wordt gebruikt in elke kritische situatie of bij een ongeval , om de mogelijke impact van de vervuiling te bepalen en om maatregelen tijdens bestrijdingsoperaties te nemen .	(ROOT (SMAIN (NP (lid 0) (n 1)) (ww 2) (PPART (ww 3) (CONJ (PP (vz 4) (NP (vnw 5) (adj 6) (n 7))) (vg 8) (PP (vz 9) (NP (lid 10) (n 11)))) (let 12) (CONJ (OTI (vz 13) (TI (INF (NP (lid 14) (adj 15) (n 16) (PP (vz 17) (NP (lid 18) (n 19)))) (ww 21)) (vz 20))) (vg 22) (OTI (vz 23) (TI (INF (n 24) (PP (vz 25) (n 26)) (ww 28)) (vz 27)))))) (let 29))
602	De modellen zijn aan elkaar gekoppeld .	(ROOT (SMAIN (NP (lid 0) (n 1)) (ww 2) (PPART (PP (vz 3) (vnw 4)) (ww 5))) (let 6))
603	Dit betekent dat de informatie die geleverd wordt door het éne model , gebruikt wordt als begingegeven voor andere modellen .	(ROOT (SMAIN (vnw 0) (ww 1) (CP (vg 2) (SSUB (NP (lid 3) (n 4) (REL (vnw 5) (SSUB (PPART (ww 6) (PP (vz 8) (NP (lid 9) (vnw 10) (n 11)))) (ww 7)))) (let 12) (PPART (ww 13) (CP (vz 15) (NP (n 16) (PP (vz 17) (NP (adj 18) (n 19)))))) (ww 14)))) (let 20))
604	Zo berekent een hydrodynamisch model stromingen , die daarna worden gebruikt om de verplaatsing van een olievlek te voorspellen .	(ROOT (SMAIN (bw 0) (ww 1) (NP (lid 2) (adj 3) (n 4)) (NP (n 5) (let 6) (REL (vnw 7) (SSUB (PPART (bw 8) (ww 10) (OTI (vz 11) (TI (INF (NP (lid 12) (n 13) (PP (vz 14) (NP (lid 15) (n 16)))) (ww 18)) (vz 17)))) (ww 9))))) (let 19))
605	De BMM werkt nog aan andere modellen , die in volle ontwikkeling zijn maar momenteel nog onvoldoende operationeel zijn .	(ROOT (SMAIN (NP (lid 0) (n 1)) (ww 2) (bw 3) (PP (vz 4) (NP (adj 5) (n 6) (let 7) (REL (vnw 8) (CONJ (SSUB (PP (vz 9) (NP (adj 10) (n 11))) (ww 12)) (vg 13) (SSUB (adj 14) (bw 15) (adj 16) (adj 17) (ww 18))))))) (let 19))
606	De kern van elk numeriek watermodel is het " hydrodynamisch-fysisch " gedeelte ; dit staat in voor de berekening van de vier basisparameters : stromingen , zeehoogte , temperatuur en saliniteit ( zoutgehalte ) .	(ROOT (DU (SMAIN (NP (lid 0) (n 1) (PP (vz 2) (NP (vnw 3) (adj 4) (n 5)))) (ww 6) (NP (lid 7) (let 8) (adj 9) (let 10) (n 11))) (let 12) (SMAIN (vnw 13) (ww 14) (vz 15) (PP (vz 16) (NP (lid 17) (n 18) (PP (vz 19) (NP (lid 20) (tw 21) (n 22) (let 23) (CONJ (n 24) (let 25) (n 26) (let 27) (n 28) (vg 29) (MWU (spec 30) (spec 31) (spec 32) (spec 33))))))))) (let 34))
607	Stromingen : twee typen kunnen worden onderscheiden .	(ROOT (DU (n 0) (let 1) (SMAIN (NP (tw 2) (n 3)) (ww 4) (INF (ww 5) (PPART (ww 6))))) (let 7))
608	Getijdestromingen treden periodisch op en zijn vooral belangrijk voor voorspellingen op korte termijn .	(ROOT (CONJ (SMAIN (n 0) (ww 1) (adj 2) (vz 3)) (vg 4) (SMAIN (ww 5) (bw 6) (AP (adj 7) (PP (vz 8) (NP (n 9) (PP (vz 10) (NP (adj 11) (n 12)))))))) (let 13))
609	Een typisch residueel circulatiepatroon , berekend door een computermodel , is geïllustreerd voor een winter en een zomer situatie in de Noordzee .	(ROOT (SMAIN (NP (lid 0) (adj 1) (adj 2) (n 3) (let 4) (PPART (ww 5) (PP (vz 6) (NP (lid 7) (n 8))))) (let 9) (ww 10) (PPART (ww 11) (PP (vz 12) (CONJ (NP (lid 13) (n 14) (n 18) (PP (vz 19) (NP (lid 20) (n 21)))) (vg 15) (NP (lid 16) (n 17)))))) (let 22))
610	Fronten : in analogie met meteorologische situaties vormen deze de scheidingslijn tussen verschillende watermassa's en kunnen worden geobserveerd via satellietbeelden .	(ROOT (DU (n 0) (let 1) (CONJ (SMAIN (PP (vz 2) (NP (n 3) (PP (vz 4) (NP (adj 5) (n 6))))) (ww 7) (vnw 8) (NP (lid 9) (n 10) (PP (vz 11) (NP (adj 12) (n 13))))) (vg 14) (SMAIN (ww 15) (INF (ww 16) (PPART (ww 17) (PP (vz 18) (n 19))))))) (let 20))
611	Thermische fronten treden op in de zomermaanden en geven de scheiding weer tussen ondiep gemengd water , waar de temperatuur onder invloed van turbulentie een constante waarde behoudt , en diep gelaagde water bestaande uit een warme bovenlaag en een koude onderlaag .	(ROOT (CONJ (SMAIN (NP (adj 0) (n 1)) (ww 2) (vz 3) (PP (vz 4) (NP (lid 5) (n 6)))) (vg 7) (SMAIN (ww 8) (NP (lid 9) (n 10)) (bw 11) (PP (vz 12) (CONJ (NP (adj 13) (ww 14) (n 15) (let 16) (REL (vnw 17) (SSUB (NP (lid 18) (n 19)) (PP (MWU (vz 20) (n 21) (vz 22)) (n 23)) (NP (lid 24) (adj 25) (n 26)) (ww 27)))) (let 28) (vg 29) (NP (adj 30) (adj 31) (n 32) (PPRES (ww 33) (PP (vz 34) (CONJ (NP (lid 35) (adj 36) (n 37)) (vg 38) (NP (lid 39) (adj 40) (n 41)))))))))) (let 42))
612	De twee lagen worden gescheiden door een dunne laag , met sterke variaties in temperatuur de zogenaamde " thermocline " .	(ROOT (SMAIN (NP (lid 0) (tw 1) (n 2)) (ww 3) (PPART (ww 4) (PP (vz 5) (NP (lid 6) (adj 7) (n 8) (let 9) (PP (vz 10) (NP (adj 11) (n 12) (PP (vz 13) (NP (n 14) (NP (lid 15) (adj 16) (let 17) (n 18) (let 19)))))))))) (let 20))
