index	original	level
11413	De wet bevat onder meer het verbod op het varen onder invloed.	B2
11414	Verder vormt de wet ook de basis voor het aanbrengen van verkeerstekens.	B2
11415	De verkeersregels op het water zijn terug te vinden in zes scheepvaartreglementen voor de binnenwateren en één voor de kustwateren.	B2
11416	Deze reglementen bevatten regels over bijvoorbeeld voorrang, verlichting, geluidsseinen en betekenis van verkeerstekens.	B2
11417	Het verkeersreglement dat op een groot deel van de Nederlandse Rijkswateren van toepassing is, is het Binnenvaartpolitiereglement.	B2
11418	Daarnaast zijn er afzonderlijke reglement voor Rijn, Waal en Lek, voor de Westerschelde, voor het Kanaal van Gent naar Terneuzen, voor de Gemeenschappelijke Maas en voor de Eemsmonding.	B2
11419	Voor de inhoud van deze reglementen zie de links onderaan deze pagina.	B2
11420	Voor de kustwateren van Nederland geldt het Scheepvaartreglement Territoriale Zee.	B2
11421	Het is dezelfde droom als altijd.	B2+
11422	Kris weet dat hij droomt, maar hij slaagt er niet in zichzelf te bevrijden van de beklemming waarin hij gevangen zit.	B2+
11423	Het is donker om hem heen.	B2+
11424	Hoge muren belemmeren het uitzicht maar vormen geen hindernis voor het gekreun en gezucht daarachter.	B2+
11425	Hij is alleen, en toch ook niet.	B2+
11426	Door de kier van de deur vangt hij af en toe een glimp op van voorbijschuifelende gedaanten.	B2+
11427	Ze komen nooit dichterbij, maar hij voelt hun dreigende aanwezigheid.	B2+
11428	Hij wil naar buiten, weg uit die verstikkend kleine ruimte, maar het ontbreekt hem aan moed.	B2+
11429	De deur kiert langzaam verder open.	B2+
11430	Hij kan weg.	B2+
11431	Hij staart naar de duisternis achter de deur en het zweet breekt hem uit.	B2+
11432	In die duisternis wachten verschrikkingen.	B2+
11433	Hij voelt het aan de haartjes die in zijn nek overeind staan, aan het angstzweet dat zijn lichaam klam maakt.	B2+
11434	Met een ruk draait hij zich om, weg van het duister, naar het enige venster in het vertrek.	B2+
11435	In het spiegelende glas ziet hij zichzelf staan.	B2+
11436	Zijn lichaam is mismaakt en zijn gezicht heeft niets menselijks meer.	B2+
11437	Zijn ogen kijken terug met een niet te peilen verdriet en hij weet dat hij spoedig zal sterven.	B2+
11438	Kris schiet omhoog in zijn bed en stoot stevig zijn hoofd tegen de lage, schuine zoldering.	B2+
11439	Naast het rijk van de dieren en het rijk van de planten zijn er meer organismen (levende wezens).	B1+
11440	Schimmels zijn organismen die lijken op planten.	B1+
11441	De cellen van schimmels hebben een celwand en een celkern, maar de cellen hebben geen bladgroenkorrels.	B1+
11442	Bacteriën waren waarschijnlijk de eerste levende wezens op aarde.	B1+
11443	Ze zijn heel klein en je kunt ze overal tegenkomen.	B1+
11444	De cellen van bacteriën hebben wel een celwand, maar geen celkern.	B1+
11445	De meeste bacteriën hebben geen bladgroen, maar sommigen hebben dat wel.	B1+
11446	Micro-organismen (schimmels en bacteriën) zijn vaak nuttige organismen.	B1+
11447	Zo zorgen zij voor de afbraak van dode organismen en ruimen dus het afval om ons heen op.	B1+
11448	Daarnaast zijn in en op je lichaam veel nuttige bacteriën actief en kun je bacteriën en schimmels goed gebruiken om voedingsmiddelen te maken.	B1+
11449	Sommige micro-organismen maken je ziek.	B1+
11450	Ze veroorzaken een bacteriële of schimmelinfectie of laten je eten bederven.	B1+
11451	Bacteriën Sommige bacteriën zijn lastig voor mensen omdat ze ziekten veroorzaken of voedsel laten bederven.	B1+
11452	Andere bacteriën zijn juist nuttig omdat ze helpen met voedselbereiding.	B1+
11453	In je lichaam en op je lichaam zijn veel bacteriën ook nuttig.	B1+
11454	De bacteriën in de darm bewerken de voedingsvezels (onverteerbare plantaardige stoffen).	B1+
11455	Hierbij komen stoffen vrij die ervoor zorgen dat de darm goed werkt.	B1+
11456	De snelweg A4, van Den Haag richting Amsterdam, is vrijdag 20 september 23.59 uur tot zaterdag 21 september 2019 05.00 uur afgesloten tussen het Brugrestaurant en de afrit naar de snelweg A5.	B2
11457	Rijkswaterstaat werkt dan aan een hoogtedetectiesysteem voor de Schipholtunnel.	B2
11458	Het hoogtedetectiesysteem moet voorkomen dat te hoge vrachtwagens de tunnel in rijden en daarmee schade, langdurige hinder en gevaar voor medeweggebruikers veroorzaken.	B2
11459	Een tunnelsluiting doordat een te hoge wagen zich vastrijdt in de tunnel, duurt langer dan een preventieve sluiting waarbij de vrachtwagen wordt weggeleid.	B2
11460	Tijdens de werkzaamheden wordt het verkeer over de parallelbaan van de snelweg A4 geleid.	B2
11461	Er is nagenoeg geen hinder.	B2
11462	Zij kunnen verderop hun weg vervolgen op de A4, richting Schiphol en de snelweg A5.	B2
11463	Schipholtunnel De Schipholtunnel had nog geen werkend hoogtedetectiesysteem.	B2
11464	Het systeem is in de zomer van 2019 aangelegd voor de tunnelbuizen in beide richtingen, maar nog niet in werking.	B2
11465	Tijdens de komende werkzaamheden wordt langs de A4, richting Amsterdam, een fotobord aangesloten als onderdeel van dit hoogtedetectiesysteem.	B2
11466	Op het fotobord ziet een chauffeur met een te hoge vrachtwagen zijn eigen wagen en de mededeling dat hij te hoog is.	B2
11467	Uit ervaring blijkt dat een fotobord bijdraagt aan het voorkomen van tunnelsluitingen.	B2
11468	Op een later moment wordt ook langs de parallelbaan (A4), richting Amsterdam, een fotobord aangesloten.	B2
11469	Bij het schoonmaken gebruik je tegenwoordig redelijk wat schoonmaakmiddelen.	B1+
11470	Maar sommige schoonmaakmiddelen kúnnen gevaarlijk zijn.	B1+
11471	Omdat er vaak irriterende - en soms zelfs bijtende - bestandsdelen inzitten.	B1+
11472	Deze kunnen schadelijk zijn voor je huid, je ogen of bijvoorbeeld je longen.	B1+
11473	Maar geen paniek, je kunt gewoon veilig en gezond werken met de middelen.	B1+
11474	Wel dien je dan een aantal voorzorgsmaatregelen te treffen.	B1+
11475	Deze hebben we hieronder voor je uitgeschreven.	B1+
11476	Gebruik het middel alleen daar waar voor het bedoeld is.	B1+
11477	Op basis van het etiket kun je nagaan welk risico de stof op kan leveren.	B1+
11478	De etiketten bevatten gevarensymbolen (rode rand met een zwarte opdruk).	B1+
11479	Brussel hebben twee goudstaven in een verstopt riool gevonden.	A2+
11480	Ze ontdekten het goud toen ze het riool wilden ontstoppen.	A2+
11481	De vondst werd meteen gemeld bij de politie.	A2+
11482	Zij onderzoeken nu waar het goud vandaan komt.	A2+
11483	Ze willen niet zeggen waar het goud precies is gevonden, omdat ze bang zijn dat criminelen gaan kijken of er meer goud in het riool ligt.	A2+
11484	De goudstaven zijn volgens een Belgische nieuwszenden zo'n 100.000 euro waard.	A2+
11485	Als de eigenaar zich niet binnen een half jaar meldt, kunnen de schoonmakers een deel van het geld krijgen.	A2+
11486	Het is niet duidelijk de verstopping in het riool door de goudstaven kwam.	A2+
11487	In Brussel hebben schoonmakers bij het ontstoppen van een afvoer naar het riool twee goudstaven gevonden.	B1+
11488	De vondst is meteen bij de politie gemeld.	B1+
11489	Die onderzoekt nu hoe de staven in het riool terechtkwamen.	B1+
11490	Om het onderzoek niet te verstoren, wil de politie niets over de precieze vindplaats kwijt.	B1+
11491	De waarde van de goudstaven wordt geschat op 98.000 euro, zegt VRT Nieuws.	B1+
11492	Als de eigenaar zich niet binnen een half jaar meldt, kunnen de schoonmakers een deel van de waarde opeisen.	B1+
11493	Het is niet duidelijk of de staven de verstopping hebben veroorzaakt.	B1+
11494	Schots-Gaelisch: Alba) is één van de vier landen van het Verenigd Koninkrijk.	B1
11495	De andere drie landen zijn Engeland, Wales en Noord-Ierland.	B1
11496	De landen zijn niet onafhankelijk.	B1
11497	Het Verenigd Koninkrijk wordt als één land gezien.	B1
11498	De hoofdstad van Schotland is Edinburgh, maar de grootste stad is Glasgow.	B1
11499	De Schotten leefden al in het gebied voordat Schotland überhaupt bestond.	B1
11500	Schotland was lange tijd een zelfstandig koninkrijk.	B1
11501	In 1603 werd de Schotse koning ook koning van Engeland.	B1
11502	Pas in 1707 werden Engeland en Schotland verenigd in één land.	B1
11503	Schotland heeft sinds 1999 weer een eigen regering en een eigen parlement.	B1
11504	In 2014 stemde Schotland over onafhankelijkheid, maar dit werd afgewezen.	B1
11505	Vanwege de Brexit gaat er stemmen op voor een nieuw referendum.	B1
11506	Schotland heeft een eigen identiteit en cultuur.	B1
11507	Het gebied staat bekend om de kilt, de doedelzak, het gerecht haggis, whisky en het monster van Loch Ness.	B1
11508	De naam Schotland komt van Scoti, de naam die de Romeinen gebruikten om de Gaelische bevolking aan te duiden.	B1
11509	Vanaf de elfde eeuw werd Scotia gebruikt.	B1
11510	In de late Middeleeuwen kreeg het de naam die het nu heeft, Schotland dus.	B1
11511	Een huis uit 3500 v.Chr. Herhaalde ijstijden, die de gehele landmassa van het moderne Schotland bedekt, vernietigde alle sporen van menselijke bevolking die mogelijk bestonden voor het Mesolithicum.	B1
11512	Deze keer zegt ze niets.	B1+
11513	Dat heeft ze zich vast voorgenomen.	B1+
11514	Geen woord, tegen niemand.	B1+
11515	Dit wordt een nieuwe start en ze is niet van plan zich bloot te geven.	B1+
11516	Diep voorovergebogen over het stuur van haar fiets rijdt Zoë naar school.	B1+
11517	Het regent, en niet zo’n beetje ook.	B1+
11518	Ze was van plan geweest om met de bus te gaan, want ze voelde er weinig voor om op de eerste dag met doorweekte kleding en natte slierten om haar hoofd aan te komen, maar ze had geen idee waar ze moest in- en uitstappen.	B1+
11519	Ze autosleutels zocht.	B1+
11520	Zoë keek de zoektocht een tijdje aan, toen lachte ze en pakte haar tas.	B1+
11521	Anders komen we allebei te laat.	B1+
11522	Laura, Zoë’s moeder, keek met een zorgelijk gezicht naar buiten.	B1+
11523	Waarom heb je ook geen regenpak gekocht?	B1+
11524	Nu word je drijfnat!	B1+
11525	Zoë trok een gezicht.	B1+
11526	Helemaal in geel plastic gewikkeld naar school fietsen, bedoel je?	B1+
11527	Nee bedankt, ik ga liever gewoon dood.	B1+
11528	Laura haalde haar schouders op.	B1+
11529	Ah, daar liggen mijn sleutels!	B1+
11530	Nou, ik ga ervandoor.	B1+
11531	Prettige dag, schat.	B1+
11532	U hebt zich aangemeld voor schulddienstverlening.	B1+
11533	In deze folder leest u wat een schuldregeling inhoudt.	B1+
11534	Wat is een minnelijke schuldregeling?	B1+
11535	Een minnelijke schuldregeling is een vrijwillige regeling met uw schuldeisers.	B1+
11536	Er zijn twee vormen van een minnelijke schuldregeling.	B1+
11537	Afhankelijk van uw situatie bepalen wij voor welke vorm we kiezen.	B1+
11538	Schuldbemiddeling - We maken afspraken met alle schuldeisers.	B1+
11539	Dit noemen we het vrij te laten bedrag.	B1+
11540	Met al het geld dat u boven dit bedrag krijgt, betalen we de schulden af.	B1+
11541	Als u zich tijdens deze 3 jaar aan alle afspraken houdt, wordt het restant van uw schulden kwijtgescholden.	B1+
11542	Hierin leggen we de voortgang vast.	B1+
11543	Hierin staat wat wij van u verwachten en wat u van ons kunt verwachten.	B1+
11544	We kunnen de schuldeisers niet dwingen om mee te werken aan deze regeling.	B1+
11545	Saneringskrediet - We maken afspraken met alle schuldeisers.	B1+
11546	Dit noemen we het vrij te laten bedrag.	B1+
11547	Met al het geld dat u boven dit bedrag krijgt, betalen we de schulden af.	B1+
11548	Met deze lening betalen wij in   n keer het van tevoren afgesproken bedrag aan de schuldeisers.	B1+
11549	De rest wordt kwijtgescholden.	B1+
11550	U betaalt maandelijks een bedrag aan de gemeente.	B1+
11551	We kunnen de schuldeisers niet dwingen om mee te werken aan deze regeling.	B1+
11552	Wat spreekt u af met de gemeente?	B1+
11553	Wat gebeurt er als het minnelijke traject niet lukt?	B1+
11554	Als de schuldeisers niet akkoord gaan met de minnelijke schuldregeling, dan kunt u een aanvraag doen voor de Wet schuldsanering natuurlijke personen (Wsnp).	B1+
11555	Wat is het verschil tussen een minnelijke schuldregeling en de Wsnp?	B1+
11556	Dit is een buitengerechtelijk traject, waarbij geen sprake is van tussenkomst van een rechtbank.	B1+
11557	Via de rechtbank wordt u toegelaten tot dit traject en krijgt u een Wsnp-bewindvoerder toegewezen.	B1+
11558	De Wsnp-bewindvoerder houdt in de gaten of u zich aan de regels houdt van de Wsnp.	B1+
11559	Beste meneer Mijnwerker, U hebt een aanvraag gedaan voor een schuldregeling.	B1+
11560	In deze brief leggen wij uit hoe de schuldregeling verloopt en wat dit voor u betekent.	B1+
11561	Hoe verloopt de schuldregeling?	B1+
11562	Dit overzicht sturen wij u toe ter ondertekening.	B1+
11563	Het is mogelijk dat één of meer schuldeisers niet meewerken.	B1+
11564	Wij informeren u dan over andere mogelijkheden.	B1+
11565	Hoeveel geld hebt u om maandelijks van rond te komen?	B1+
11566	Wij hebben een bedrag berekend waar u maandelijks van moet rondkomen.	B1+
11567	Dit wordt het Vrij Te Laten Bedrag (VTLB) genoemd.	B1+
11568	Uw VTLB is € 1.208,11.	B1+
11569	Hebt u nog vragen?	B1+
11570	Belt u gerust als u nog vragen hebt.	B1+
11571	Dit kan op werkdagen tussen 9.00 en 17.00 uur via telefoonnummer 012-345 67 89.	B1+
11572	Wij kunnen u beter helpen als u deze brief bij de hand hebt.	B1+
11573	U kunt uw vraag ook e-mailen naar geldzaken@zilverdam.nl.	B1+
11574	Dit bestand komt van Wikimedia Commons en kan ook in andere projecten gebruikt worden.	B2
11575	Nadat de eerste wereldoorlog was afgelopen dacht iedereen dat dit het einde van de wereldoorlogen betekende.	B2
11576	In het verdrag van Versailles stond dat Duitsland veel geld moest betalen voor de schade die zij hadden aangericht.	B2
11577	Dit was erg vernederend voor Duitsland en toen ook de crisis toesloeg waren de Duitsers radeloos.	B2
11578	Hitler had al een hele tijd een beeld over de toekomst van Duitsland.	B2
11579	Hij zag zijn kans en liet aan het hele land weten dat hij van Duitsland weer een welvarend land kon maken.	B2
11580	Veel mensen vielen voor zijn toespraken en zagen hem als een geboren leider.	B2
11581	Steeds meer mensen sloten zich daarom aan bij Hitlers partij, de NSDAP.	B2
11582	Zijn partij werd groter, maar kreeg niet de meerderheid tijdens de verkiezingen.	B2
11583	Door zijn functie kon hij de wetten zo aanpassen dat hij zichzelf tot leider te benoemen door de democratie af te schaffen.	B2
11584	Zo begon in 1933 een van de grootste oorlogen ooit.	B2
11585	Adolf Hitler Nadat Adolf Hitler zelf had meegevochten in de Eerste wereldoorlog kwam hij, net als veel andere mannen, verloren terug.	B2
11586	Hij had veel gezien en kon niet geloven dat de Duitsers zich zo verloren hadden gegeven.	B2
11587	Hij vond dat Duitsland gered moest worden en sloot zich aan bij de nationalistische antisemitische splintergroep.	B2
11588	Dit werd later, op 24 februari 1920, aangepast naar de Nationaalsocialistische Duitse Arbeiderspartij (NSDAP) met Hitler als leider.	B2
11589	Klanten die een internetverbinding (in het datacenter, op hun virtuele server of op kantoor) afnemen, worden geïnformeerd over beveiligingsproblemen op hun (virtuele) servers en andere apparatuur.	B2
11590	Wij brengen klanten op de hoogte van kwetsbaarheden, misconfiguraties en internetmisbruik.	B2
11591	De informatie over deze problemen komt uit een groot aantal bronnen.	B2
11592	Een van die bronnen is ShadowServer.	B2
11593	Deze organisatie scant continu het internet op gebruik van verouderde en onveilige protocollen en internetdiensten die onbewust openstaan.	B2
11594	ShadowServer ziet onder andere of er onveilige encryptieprotocollen gebruikt worden en of er voor de rest van het internet open IPMI-services draaien.	B2
11595	Een ander voorbeeld van een bron die gebruikt wordt voor deze dienst is Google Safe Browsing.	B2
11596	Deze service is bekend van allerlei browsers, waarbij gebruikers door hun browser gewaarschuwd worden als ze op het punt staan een kwaadaardige website te bezoeken.	B2
11597	Op verzoek meldt Google ook de eigenaar van het IP-adres waar de website draait over het feit dat zij iets abnormaals hebben geconstateerd op de website.	B2
11598	Afhandeling abusemeldingen met AbuseIO BIT ontvangt deze meldingen, aggregeert ze, categoriseert ze en informeert de beheerder van de apparatuur over het probleem.	B2
11599	Daar waar het probleem zich voordoet op apparatuur die door ons beheerd wordt, is het uiteraard aan onze engineers om hier zo snel mogelijk naar te handelen.	B2
11600	Als de apparatuur niet door ons beheerd wordt, gaat de melding naar een ander.	B2
11601	Inleiding Seksualiteit is een belangrijk onderdeel van de communicatie tussen mensen.	B1
11602	Hoewel bijna ieder mens seksuele gevoelens heeft, is seksualiteit voor iedereen anders.	B1
11603	De meeste mensen geven voor seksueel contact de voorkeur aan iemand van het andere geslacht (heteroseksueel).	B1
11604	Een aantal mensen voelt zich zowel tot mannen als tot vrouwen aangetrokken (biseksueel).	B1
11605	Meestal worden homoseksuele vrouwen lesbiennes genoemd.	B1
11606	In Nederland is het verboden om met meer dan één partner te trouwen.	B1
11607	Voor de wet zijn Nederlanders dus monogaam.	B1
11608	Of de mens echt monogaam is valt te betwijfelen.	B1
11609	Veel dieren zijn polygaam.	B1
11610	Levensovertuigingen, cultuur en tijdsgeest zijn van invloed op de heersende ideeën over seksualiteit.	B1
11611	Seksualiteit is veel meer dan bezig zijn met de voortplanting.	B1
11612	Op dit gebied valt er veel te ontdekken en te leren.	B1
11613	Vrijen kun je op veel verschillende manieren.	B1
11614	Iedereen, jongens en meisjes, beleven hun seksualiteit en seksuele gevoelens verschillend.	B1
11615	Tijdens het vrijen kan geslachtsgemeenschap plaatsvinden, maar dat hoeft niet.	B1
11616	Bij het vrijen kun je allebei klaarkomen door een orgasme te krijgen, maar ook dat hoeft niet altijd.	B1
11617	In dit hoofdstuk wordt seksueel misbruik behandeld.	B1+
11618	Als we spreken over het niet respecteren van andermans grenzen in het seksuele verkeer, zijn er drie belangrijke begrippen in de Nederlandse vakliteratuur: seksueel geweld, seksueel misbruik en seksueel grensoverschrijdend gedrag.	B1+
11619	Hoe hanteert de hulpverlener signalen van misbruik?	B1+
11620	Hoe begeleidt de hulpverlener de cliënt met misbruikervaring in de leefsituatie?	B1+
11621	Nogal wat cliënten in de hulpverlening zijn slachtoffers of plegers van seksueel geweld.	B1+
11622	Welke gevoelens kan het werken met slachtoffers en plegers oproepen bij de hulpverlener?	B1+
11623	Welke functie kan de hulpverlener vervullen, wanneer verwijst hij door?	B1+
11624	Hoe werkt de hulpverlener samen met gespecialiseerde therapeuten als er sprake is van traumatische problematiek?	B1+
11625	Effecten en signalen van seksueel misbruik, behandelmethoden en preventie krijgen volop aandacht, alsmede loverboys en jongensprostitués.	B1+
11626	Een reflectie op ‘ja’ en ‘nee’ bij seks sluit het hoofdstuk af.	B1+
11627	In dit hoofdstuk komt de seksuele en relationele voorlichting en vorming bij negen (doel)groepen aan de orde.	B2
11628	Onder seksuele voorlichting wordt verstaan het overdragen van kennis over seksualiteit.	B2
11629	Seksuele en relationele vorming betreft het ontwikkelen van competenties en het overdragen van normen en waarden.	B2
11630	De lezer verwerft basisinformatie over voorlichtingskunde en teamsamenwerking en leert een effectief voorlichtingsprogramma te ontwerpen en uit te voeren.	B2
11631	Er is speciale aandacht voor begeleiding van gebruik van sociale media en voor preventie- en voorlichtingsmethodiek op het gebied van soa en hiv en pornografie, voorlichting en hulpverlening voor prostitués/prostituees en begeleiding bij seksuele contacten van gedetineerden.	B2
11632	Professionele vorming is erop gericht dat cliënten bevredigende intieme en seksuele relaties kunnen hebben.	B2
11633	Ook cliënten hebben seksuele rechten.	B2
11634	In dit hoofdstuk is er veel aandacht voor seksuele contacten van cliënten.	B2
11635	Naast de problematische kant is er ook aandacht voor leuke en lekkere seks.	B2
11636	In dit hoofdstuk wordt de seksuele ontwikkeling behandeld.	B2+
11637	Met het begrip seksuele ontwikkeling bedoelen we hier het lichamelijke groeiproces en het psychische leerproces van individuele mensen met betrekking tot seksueel gedrag.	B2+
11638	De meest actuele definitie van seksuele gezondheid wordt toegepast op de seksuele ontwikkeling.	B2+
11639	Daartoe worden verschillende levensfasen beschreven.	B2+
11640	Heeft een kind seksuele gevoelens?	B2+
11641	Hoe verloopt de seksuele ontwikkeling bij jongeren, volwassenen en ouderen?	B2+
11642	Hebben mensen met een verstandelijke of lichamelijke beperking andere gevoelens?	B2+
11643	Is de seksuele ontwikkeling van psychiatrische cliënten gestoord?	B2+
11644	Welke mogelijkheden hebben mensen met een autismespectrumstoornis in relaties?	B2+
11645	De seksuele responscyclus wordt beschreven, alsmede seksuele disfuncties.	B2+
11646	Naast seksueel gedrag komen verschillen in beleving aan de orde en de standpunten ten aanzien van die beleving (permissief, restrictief, repressief).	B2+
11647	Dit hoofdstuk is ingeperkt tot vraagstukken over de ontwikkeling van seksualiteit en intimiteit en legt daarmee een basis voor H. 4 over Seksuele en relationele vorming.	B2+
11648	Noord-Macedonië, Albanië, Montenegro, Bosnië en Herzegovina, Kroatië, Hongarije, Roemenië en Bulgarije.	B1+
11649	De hoofdstad van Servië is Belgrado.	B1+
11650	Servië is alle tijd onderdeel geweest van het Ottomaanse Rijk, maar verwierf begin 20e eeuw onafhankelijkheid.	B1+
11651	Het land dreigde te worden veroverd door Oostenrijk-Hongarije, na de moord van de Serviër Gavrilo Princip op de kroonprins van Oostenrijk-Hongarije.	B1+
11652	Dit wordt tevens gezien als het begin van de Eerste Wereldoorlog.	B1+
11653	In 1919 werd het land onderdeel van Joegoslavië, dat eerst een koninkrijk was en na de Tweede Wereldoorlog een socialistische dictatuur werd onder Tito.	B1+
11654	In de jaren 90 viel het land langzaam uit een tot dat alleen Servië en Montenegro overbleven.	B1+
11655	Het land wijzigde in 2003 haar naam naar Servië en Montenegro, maar in 2006 viel het land uiteen in de aparte landen Servië en Montenegro.	B1+
11656	Het land wordt gezien als de opvolger van Joegoslavië.	B1+
11657	Kosovo, dat in 2008 de onafhankelijkheid uitriep, wordt door Servië niet erkend.	B1+
11658	België, Nederland en veel westerse landen erkennen Kosovo wel als land.	B1+
11659	Nog altijd is er een gespannen sfeer tussen Kosovo en Servië.	B1+
11660	Het land heeft in 2014 de procedure gestart om onderdeel te worden van de Europese Unie, maar hiervoor moet veel in het land veranderen.	B1+
11661	Shanghai of Sjanghai (Traditioneel Chinees: 上海, Vereenvoudigd Chinees: 上海, Pinyin: Shànghǎi, Kantonees: Seung Hooi, Shanghai Dialect: Zånhae) is de grootste stad van het tweede grootste land van Azië, namelijk China, met ongeveer 23.000.000 inwoners in het jaar 2010.	B1
11662	Geografisch ligt de stad in het oosten van China, aan de delta van de rivier de Jangtsekiang.	B1
11663	Het wordt beschouwd als een wereldstad/miljoenenstad.	B1
11664	Het is dan ook wel de derde grootste metropool ter wereld.	B1
11665	De stad heeft een oppervlakte van 7.037 vierkante kilometer.	B1
11666	Oorspronkelijk was Shanghai een vissersplaatsje en een textielindustrie-stad.	B1
11667	In de 19e eeuw groeide de bevolking van Shanghai enorm en de stad kreeg een enorme haven.	B1
11668	Op de dag van vandaag is Shanghai's haven de grootste van de hele wereld.	B1
11669	Zelfs nog groter dan die van Rotterdam, Nederland en die van Antwerpen, België.	B1
11670	De stad is een grote handelsplaats met veel wolkenkrabbers.	B1
11671	Shanghai is namelijk het financiële, industriële, politieke en culturele centrum van heel China.	B1
11672	Hoewel het de grootste stad van China is, is Peking (oftewel Beijing) het bestuurlijke centrum van China.	B1
11673	Jaarlijks komen er enorm veel toeristen in de stad om de speciale bezienswaardigheden te bezoeken.	B1
11674	Vooral de zakenwijk Pudong is een bekende plaats van Shanghai.	B1
11675	Daar staat een heel bekende toren, de Oriental Pearl Tower.	B1
11676	Dit is een hele hoge toren met mooie lichtjes die uitstralen in de avond/nacht.	B1
11677	Economisch Onderzoek en het Verwey-Jonker Instituut.	B1+
11678	Het gaat om banen van minimaal drie dagen per week.	B1+
11679	Vooral mbo'ers die zijn afgestudeerd via de beroepsopleidende leerweg (bol), jongeren zonder startkwalificatie en uitvallers in het hoger onderwijs hebben sinds de eerste golf minder vaak werk.	B1+
11680	De baankansen liggen voor jongeren op dit moment nog wel hoger dan tussen 2011 en 2013, toen de vorige economische crisis was.	B1+
11681	Concurrentie van hogeropgeleiden Mbo'ers die op het niveau 2 van de beroepsopleidende leerweg zijn afgestudeerd kunnen het lastigst werk vinden.	B1+
11682	Het gaat daarbij bijvoorbeeld om studies in de administratieve dienstverlening, detail- en groothandel en mediatechniek.	B1+
11683	Daarnaast zijn de baankansen van meerdere studies op niveau 3 en niveau 4 ook geslonken, denk aan vliegtuigtechniek, verzorging en horeca.	B1+
11684	Dat is mede te verklaren door de eerste lockdown.	B1+
11685	Afgestudeerden van opleidingen die al voor de coronacrisis weinig baankansen boden, lijken volgens de onderzoekers nog harder te zijn getroffen door de coronacrisis dan andere afgestudeerden.	B1+
11686	Daarnaast krijgen deze afgestudeerden op de weinige vacatures die er zijn nu ook concurrentie van hogeropgeleiden.	B1+
11687	Sinraptor is een geslacht van vleesetende theropode dinosauriërs, behorend tot de Carnosauria, dat tijdens het Jura leefde in het gebied van de huidige Volksrepubliek China.	B2+
11688	Het fossiel van Sinraptor werd in 1987 gevonden.	B2+
11689	"Het geslacht kreeg in 1994 zijn naam, die zoiets als ""Chinese rover"" betekent, toen de typesoort Sinraptor dongi benoemd werd."	B2+
11690	Tegelijk werd ook een tweede soort in het geslacht benoemd: Sinraptor hepingensis.	B2+
11691	Later onderzoek maakte het echter twijfelachtig of beide soorten wel in één geslacht thuishoren.	B2+
11692	Sinraptor dongi werd een kleine acht meter lang en woog ruim een ton.	B2+
11693	Het dier liep op zijn achterpoten waarbij de horizontale romp in evenwicht werd gehouden door de staart.	B2+
11694	De kop was tamelijk langwerpig en stond vrij hoog op de nek.	B2+
11695	Op de snuit liepen in de lengterichting twee richels over in kleine hoorntjes boven de ogen.	B2+
11696	Het skelet was sterk doortrokken van luchtholten.	B2+
11697	Sinraptor behoort tot de Metriacanthosauridae.	B2+
11698	Hij is verwant aan verschillende Aziatische soorten.	B2+
11699	In september 1987 vond een Canadees-Chinees team bij Jiangjunmiao in Xinjiang het skelet van een grote theropode.	B2+
11700	Je kunt het dierenrijk verdelen in dieren zonder skelet, zoals wormen en holtedieren, en dieren met skelet, zoals insecten en mensen.	B2+
11701	Dieren met skelet zijn weer te verdelen in dieren met een inwendig skelet en dieren met een uitwendig skelet.	B2+
11702	Wel of geen skelet?	B2+
11703	Bekijk de afbeelding met de verschillende hoofdafdelingen van het dierenrijk.	B2+
11704	Lees hieronder welke hoofdafdelingen een skelet hebben.	B2+
11705	Sponzen: geen skelet.	B2+
11706	Holtedieren: geen skelet.	B2+
11707	Stekelhuidigen: inwendig skelet van kalknaalden.	B2+
11708	Gewervelde dieren: inwendig skelet.	B2+
11709	Geleedpotigen: uitwendig skelet.	B2+
11710	Wormen: geen skelet.	B2+
11711	Weekdieren: uitwendig huisje of schelp, soms een inwendige schelp.	B2+
11712	Eencelligen: geen skelet.	B2+
11713	Dieren zonder skelet Sommige dieren hebben geen skelet.	B2+
11714	Ze krijgen hun stevigheid op een andere manier.	B2+
11715	Een kwal wordt ondersteund door het water waarin hij rondzwemt.	B2+
11716	Hij beweegt zich voort door zich af te zetten tegen het water.	B2+
11717	Hij doet dat door met zijn spieren water weg te persen.	B2+
11718	Een regenworm heeft een stevig lichaam doordat hij zichzelf oppompt met water.	B2+
11719	Een regenworm beweegt door afwisselend lengtespieren en kringspieren samen te trekken.	B2+
11720	Eerst maakt hij zichzelf lang door zijn kringspieren samen te trekken.	B2+
11721	Dan trekt hij zijn lengtespieren samen en wordt zijn lichaam weer korter.	B2+
11722	Borstels zorgen ervoor dat hij niet naar achteren wegglijdt.	B2+
11723	Ook op Twitter zie je regelmatig tweets langskomen waarin gevraagd wordt naar goede alternatieven voor een bepaalde applicatie omdat deze vanwege de AVG niet gebruikt zouden mogen worden.	B2
11724	Volgens mij is de Algemene Verordening Gegevensbescherming niet de reden dat we dergelijke applicaties niet mogen gebruiken, maar komt dat door de wijze waarop wij omgaan met zaken als privacy.	B2
11725	Over het algemeen ben ik best blij met de AVG.	B2
11726	Technologiebedrijven blijken zonder wet- en regelgeving niet bereid en in staat om de privacy van burgers te waarborgen.	B2
11727	Deze wet draagt daartoe bij.	B2
